Title,Price,Neighbourhood,All Images,Description,Posting URL,Property Type,Size,Rooms
Top villa avec piscine vide ou meuble,25 000 DH,"Sidi Maarouf, Casablanca","https://www.mubawab-media.com/ad/7/670/889F/h/IMG-20230401-WA0028_44117960.avif, https://www.mubawab-media.com/ad/7/670/889F/h/IMG-20230401-WA0012_44117961.avif, https://www.mubawab-media.com/ad/7/670/889F/h/IMG-20230401-WA0013_44117962.avif, https://www.mubawab-media.com/ad/7/670/889F/h/IMG-20230401-WA0016_44117963.avif, https://www.mubawab-media.com/ad/7/670/889F/h/IMG-20230401-WA0017_44117964.avif, https://www.mubawab-media.com/ad/7/670/889F/h/IMG-20230401-WA0018_44117965.avif, https://www.mubawab-media.com/ad/7/670/889F/h/IMG-20230401-WA0019_44117966.avif, https://www.mubawab-media.com/ad/7/670/889F/h/IMG-20230401-WA0020_44117967.avif, https://www.mubawab-media.com/ad/7/670/889F/h/IMG-20230401-WA0021_44117968.avif, https://www.mubawab-media.com/ad/7/670/889F/h/IMG-20230401-WA0023_44117969.avif","ZENITH – SIDI MAAROUF Superbe villa moderne à louer – Vide ou meublée – Piscine et jardin Située dans un environnement calme et résidentiel, cette villa contemporaine offre de beaux volumes et des prestations de qualité. Elle se compose de : •	Hall d’entrée •	Double salon •	Salle à manger •	Cuisine entièrement équipée •	Terrasse, piscine et jardin À l’étage : •	Suite parentale avec dressing, salle de bain et accès à un magnifique rooftop •	Deux chambres enfants avec dressings et salle d’eau commune •	Un bureau Atouts supplémentaires : •	Garage •	Disponible vide ou meublée",https://www.mubawab.ma/fr/a/7670889/top-villa-avec-piscine-vide-ou-meuble,Maison,"450
						m²",5 Pièces
Meublé Très bel appartement Gauthier,12 000 DH,"Gauthier, Casablanca","https://www.mubawab-media.com/ad/8/176/475F/h/IMG-20250708-WA0085_80626681.avif, https://www.mubawab-media.com/ad/8/176/475F/h/IMG-20250708-WA0098_80626682.avif, https://www.mubawab-media.com/ad/8/176/475F/h/IMG-20250708-WA0103_80626683.avif, https://www.mubawab-media.com/ad/8/176/475F/h/IMG-20250708-WA0087_80626684.avif, https://www.mubawab-media.com/ad/8/176/475F/h/IMG-20250708-WA0086_80626685.avif, https://www.mubawab-media.com/ad/8/176/475F/h/IMG-20250708-WA0088_80626686.avif, https://www.mubawab-media.com/ad/8/176/475F/h/IMG-20250708-WA0095_80626687.avif, https://www.mubawab-media.com/ad/8/176/475F/h/IMG-20250708-WA0089_80626688.avif, https://www.mubawab-media.com/ad/8/176/475F/h/IMG-20250708-WA0090_80626689.avif, https://www.mubawab-media.com/ad/8/176/475F/h/IMG-20250708-WA0083_80626690.avif, https://www.mubawab-media.com/ad/8/176/475F/h/IMG-20250708-WA0093_80626691.avif, https://www.mubawab-media.com/ad/8/176/475F/h/IMG-20250708-WA0096_80626692.avif, https://www.mubawab-media.com/ad/8/176/475F/h/IMG-20250708-WA0097_80626693.avif, https://www.mubawab-media.com/ad/8/176/475F/h/IMG-20250708-WA0082_80626694.avif, https://www.mubawab-media.com/ad/8/176/475F/h/IMG-20250708-WA0091_80626695.avif, https://www.mubawab-media.com/ad/8/176/475F/h/IMG-20250708-WA0084_80626696.avif, https://www.mubawab-media.com/ad/8/176/475F/h/IMG-20250708-WA0092_80626697.avif",Très bel appartement à Gauthier meublé se compose de - double salon - cuisine équipée donnant sur un balcon -  une chambre parentale avec salle de bain est placard - deuxième chambre avec placard -  une deuxieme salle de bain équipée d une douche à l italienne -  une grande terrasse - une place au garage,https://www.mubawab.ma/fr/a/8176475/meubl%C3%A9-tr%C3%A8s-bel-appartement-gauthier,Appartement,"145
						m²",4 Pièces
Location de vacance à Tanger,Prix à consulter,"Achakar, Tanger","https://www.mubawab-media.com/ad/8/169/405F/h/myImage%20%28935%29_80553652.avif, https://www.mubawab-media.com/ad/8/169/405F/h/myImage%20%28926%29_80553653.avif, https://www.mubawab-media.com/ad/8/169/405F/h/myImage%20%28938%29_80553654.avif, https://www.mubawab-media.com/ad/8/169/405F/h/myImage%20%28940%29_80553655.avif, https://www.mubawab-media.com/ad/8/169/405F/h/myImage%20%28944%29_80553656.avif, https://www.mubawab-media.com/ad/8/169/405F/h/myImage%20%28941%29_80553657.avif, https://www.mubawab-media.com/ad/8/169/405F/h/myImage%20%28922%29_80553658.avif, https://www.mubawab-media.com/ad/8/169/405F/h/myImage%20%28921%29_80553659.avif, https://www.mubawab-media.com/ad/8/169/405F/h/myImage%20%28929%29_80553660.avif, https://www.mubawab-media.com/ad/8/169/405F/h/myImage%20%28925%29_80553661.avif, https://www.mubawab-media.com/ad/8/169/405F/h/myImage%20%28943%29_80553662.avif, https://www.mubawab-media.com/ad/8/169/405F/h/myImage%20%28945%29_80553663.avif, https://www.mubawab-media.com/ad/8/169/405F/h/myImage%20%28928%29_80553664.avif, https://www.mubawab-media.com/ad/8/169/405F/h/myImage%20%28930%29_80553665.avif, https://www.mubawab-media.com/ad/8/169/405F/h/myImage%20%28931%29_80553666.avif, https://www.mubawab-media.com/ad/8/169/405F/h/myImage%20%28942%29_80553667.avif, https://www.mubawab-media.com/ad/8/169/405F/h/myImage%20%28934%29_80553668.avif, https://www.mubawab-media.com/ad/8/169/405F/h/myImage%20%28932%29_80553669.avif, https://www.mubawab-media.com/ad/8/169/405F/h/myImage%20%28933%29_80553670.avif, https://www.mubawab-media.com/ad/8/169/405F/h/myImage%20%28936%29_80553671.avif, https://www.mubawab-media.com/ad/8/169/405F/h/myImage%20%28937%29_80553672.avif","Appartement de vacances à louer – Confort et détente garantis ! Découvrez cet élégant appartement idéalement conçu pour vos séjours en famille. Situé dans une résidence sécurisée avec piscine, il offre tout le confort nécessaire pour des vacances inoubliables. 2 chambres spacieuses, lumineuses et bien aménagées Un salon, Cuisine entièrement équipée, pour préparer vos repas en toute autonomie 2 salles de bains modernes, pratiques pour plus de confort et d’intimité. Accès à une piscine commune, idéale pour profiter des belles journées ensoleillées. Pour plus d'information n'hésité pas a nous contacter. Référence ALA008",https://www.mubawab.ma/fr/a/8169405/location-de-vacance-%C3%A0-tanger,Appartement,"70
						m²",6 Pièces
Studio neuf meublé avec goût à Oasis,9 000 DH,"Oasis, Casablanca","https://www.mubawab-media.com/ad/8/134/616F/h/photo_0_80196083.avif, https://www.mubawab-media.com/ad/8/134/616F/h/photo_1_80196084.avif, https://www.mubawab-media.com/ad/8/134/616F/h/photo_2_80196085.avif, https://www.mubawab-media.com/ad/8/134/616F/h/photo_3_80196086.avif, https://www.mubawab-media.com/ad/8/134/616F/h/photo_4_80196087.avif, https://www.mubawab-media.com/ad/8/134/616F/h/photo_5_80196088.avif, https://www.mubawab-media.com/ad/8/134/616F/h/photo_6_80196089.avif, https://www.mubawab-media.com/ad/8/134/616F/h/photo_7_80196090.avif","À LOUER – Studio Meublé Haut de Gamme  Quartier Oasis Découvrez ce studio très luxueux et tendance, situé au rez-de-chaussée d’une résidence prisée au cœur du quartier Oasis. Salon élégant et moderne Cuisine entièrement équipée Chambre confortable et lumineuse Salle de bain avec douche à l’italienne Place de parking titrée en sous-sol Le tout dans un cadre sécurisé, calme et raffiné. Idéal pour un(e) professionnel(le), expatrié(e) ou couple recherchant confort et style. Disponible immédiatement.",https://www.mubawab.ma/fr/a/8134616/studio-neuf-meubl%C3%A9-avec-go%C3%BBt-%C3%A0-oasis,Appartement,"44
						m²",1 Pièce
Appartement Meublé A Louer Mozart Tanger,9 500 DH,"Mozart, Tanger","https://www.mubawab-media.com/ad/8/177/894F/h/WhatsApp%20Image%202025-07-08%20at%2015.48.15%20%281%29_80641973.avif, https://www.mubawab-media.com/ad/8/177/894F/h/WhatsApp%20Image%202025-07-08%20at%2015.48.15%20%284%29_80641974.avif, https://www.mubawab-media.com/ad/8/177/894F/h/WhatsApp%20Image%202025-07-08%20at%2015.48.15_80641975.avif, https://www.mubawab-media.com/ad/8/177/894F/h/WhatsApp%20Image%202025-07-08%20at%2015.48.16%20%281%29_80641976.avif, https://www.mubawab-media.com/ad/8/177/894F/h/WhatsApp%20Image%202025-07-08%20at%2015.48.16_80641977.avif, https://www.mubawab-media.com/ad/8/177/894F/h/WhatsApp%20Image%202025-07-08%20at%2015.48.15%20%283%29_80641978.avif, https://www.mubawab-media.com/ad/8/177/894F/h/WhatsApp%20Image%202025-07-08%20at%2015.48.15%20%282%29_80641979.avif, https://www.mubawab-media.com/ad/8/177/894F/h/WhatsApp%20Image%202025-07-08%20at%2015.48.16%20%282%29_80641980.avif","L’agence MBI INVESTMENT vous propose cet appartement ,  de haut standing, très moderne , d’une superficie habitable de 120 m² , situé au premier  étage d’un immeuble neuf et sécurisé, calme et bien entretenu, neuf, récemment livré, ascenseurs modernes, bon voisinage, idéal pour famille cherchant la proximité de la mer , le calme et la tranquillité. Cet appartement se compose d’1 séjour, 3 chambres  à coucher, 2 salles de bain et une cuisine aménagée avec rangements  , Proche de toutes commodités (Gare TGV à 2 pas , Mall City center , plage et la nouvelle marina à 5 minutes en voiture , restaurants, cafés à 5 minutes, gare TGV à 5 minutes en voiture, banques, zone touristique à proximité). Quartier en pleine expansion dans la zone de la city de Tanger, proche des hôtels .., ect Finitions modernes :  marbre au sol , cuisine d’importation, sanitaire moderne, jolis finitions…….. piscine dans l’immeuble Conditions de location : 1 mois de caution  le mois de loyer en cours  1 mois comme honoraires d’agence. Pour plus d‘informations ou éventuelle visite, n’hésitez pas à nous contacter.",https://www.mubawab.ma/fr/a/8177894/appartement-meubl%C3%A9-a-louer-mozart-tanger,Appartement,"120
						m²",5 Pièces
Bel appartement en location à Agdal. Surface totale 105 m²,8 000 DH,"Agdal, Rabat","https://www.mubawab-media.com/ad/8/181/177F/h/photo_00_80674456.avif, https://www.mubawab-media.com/ad/8/181/177F/h/photo_01_80674460.avif, https://www.mubawab-media.com/ad/8/181/177F/h/photo_02_80674461.avif, https://www.mubawab-media.com/ad/8/181/177F/h/photo_03_80674463.avif, https://www.mubawab-media.com/ad/8/181/177F/h/photo_04_80674465.avif, https://www.mubawab-media.com/ad/8/181/177F/h/photo_05_80674467.avif, https://www.mubawab-media.com/ad/8/181/177F/h/photo_06_80674469.avif, https://www.mubawab-media.com/ad/8/181/177F/h/photo_07_80674471.avif, https://www.mubawab-media.com/ad/8/181/177F/h/photo_08_80674473.avif","À louer – Bel appartement familial à Agdal – Rabat ! Loyer : 8 000 DH/mois Idéalement situé au 1er étage d’un immeuble calme et sécurisé, cet appartement spacieux vous séduira par son agencement pratique et son emplacement privilégié au cœur du quartier Agdal. Il se compose de : • 3 chambres lumineuses • Un grand salon convivial pour recevoir • Une salle de bain  WC séparé • Un balcon agréable pour profiter de l’extérieur • Une place de parking incluse Emplacement stratégique : proche de toutes les commodités, transports, écoles, commerces et cafés, à quelques minutes seulement du centre-ville. Contact :  – N'attendez pas, cet appartement est une opportunité à ne pas manquer ! ️fonctionnaire obligatoire",https://www.mubawab.ma/fr/a/8181177/bel-appartement-en-location-%C3%A0-agdal-surface-totale-105-m%C2%B2,Appartement,"105
						m²",4 Pièces
Appartement meuble pour location,5 500 DH,"Aïn Sebaâ, Casablanca","https://www.mubawab-media.com/ad/8/033/893F/h/1000048249_79197029.avif, https://www.mubawab-media.com/ad/8/033/893F/h/1000048251_79197030.avif, https://www.mubawab-media.com/ad/8/033/893F/h/1000048255_79197031.avif, https://www.mubawab-media.com/ad/8/033/893F/h/1000048256_79197032.avif, https://www.mubawab-media.com/ad/8/033/893F/h/1000048253_79255727.avif","a ain sbaa,  un appartement tres propre qui dispose d une chambre a coucher et deux salons, une cuisine bien equipee,  une salle de bain. loyer 6000 dh/ mois(  inclus les frais de syndic. ) Caution :  1 mois .",https://www.mubawab.ma/fr/a/8033893/appartement-meuble-pour-location,Appartement,"61
						m²",1 Pièce
A louer 2 chambre apart caroussel vue mer,22 000 DH,"Hay Al Fath, Rabat","https://www.mubawab-media.com/ad/8/141/853F/h/photo_1_80344230.avif, https://www.mubawab-media.com/ad/8/141/853F/h/photo_2_80272120.30.13%20PM_80272120.avif, https://www.mubawab-media.com/ad/8/141/853F/h/photo_3_80272129.30.13%20PM%20%281%29_80272129.avif, https://www.mubawab-media.com/ad/8/141/853F/h/photo_4_80272130.30.14%20PM%20%281%29_80272130.avif, https://www.mubawab-media.com/ad/8/141/853F/h/photo_5_80272131.30.14%20PM%20%282%29_80272131.avif, https://www.mubawab-media.com/ad/8/141/853F/h/photo_6_80272132.30.14%20PM_80272132.avif, https://www.mubawab-media.com/ad/8/141/853F/h/photo_7_80272133.30.15%20PM%20%281%29_80272133.avif, https://www.mubawab-media.com/ad/8/141/853F/h/photo_8_80272134.30.15%20PM%20%282%29_80272134.avif, https://www.mubawab-media.com/ad/8/141/853F/h/photo_9_80272135.30.15%20PM%20%283%29_80272135.avif, https://www.mubawab-media.com/ad/8/141/853F/h/photo_10_80272136.30.15%20PM_80272136.avif, https://www.mubawab-media.com/ad/8/141/853F/h/photo_11_80272137.30.16%20PM%20%281%29_80272137.avif, https://www.mubawab-media.com/ad/8/141/853F/h/photo_12_80272138.30.16%20PM_80272138.avif, https://www.mubawab-media.com/ad/8/141/853F/h/photo_13_80272139.30.17%20PM_80272139.avif, https://www.mubawab-media.com/ad/8/141/853F/h/photo_14_80272140.30.16%20PM%20%282%29_80272140.avif, https://www.mubawab-media.com/ad/8/141/853F/h/photo_15_80344231.avif, https://www.mubawab-media.com/ad/8/141/853F/h/photo_15_80344232.avif, https://www.mubawab-media.com/ad/8/141/853F/h/photo_16_80344233.avif","AMERICAN SERVICES GROUP propose  un appartement meubleau   Prestigieux projet Le Caroussel à Rabat. Il se compose d’un salon européen moderne très lumineux, ouvert sur une grande terrasse avec vue imprenable sur l’Atlantique, de deux chambres confortables, d’une cuisine américaine entièrement équipée, et d’une salle de bain neuve et élégante. Le bien est entièrement meublé avec goût et dispose de finitions haut de gamme. La résidence est moderne, calme, et sécurisée 24h/24 avec réception, caméras de surveillance et accès contrôlé. Elle propose également de nombreux services : piscine extérieure, salle de sport bien équipée, ascenseur, et parking en sous-sol. L'appartement est bien orienté (exposition ouest) et bénéficie d’un excellent ensoleillement tout au long de la journée grâce à ses grandes baies vitrées. Situé dans un emplacement stratégique en bord de mer, à deux pas du centre commercial Carrousel, de l’École Américaine de Rabat, des cafés, restaurants, supermarchés et transports en commun. L’accès est rapide vers le centre-ville, la plage, l'aéroport et l'autoroute. Contactez-nous dès maintenant pour organiser une visite. Nous serons ravis de vous accompagner.",https://www.mubawab.ma/fr/a/8141853/a-louer-2-chambre-apart-caroussel-vue-mer,Appartement,"100
						m²",6 Pièces
Location villa de haut standing à Californie. 5 pièces. Conc...,35 000 DH,"Californie, Casablanca","https://www.mubawab-media.com/ad/7/188/520F/h/photo_00_79782872.avif, https://www.mubawab-media.com/ad/7/188/520F/h/photo_01_79782873.avif, https://www.mubawab-media.com/ad/7/188/520F/h/photo_02_79782874.avif, https://www.mubawab-media.com/ad/7/188/520F/h/photo_03_79782875.avif, https://www.mubawab-media.com/ad/7/188/520F/h/photo_04_79782876.avif, https://www.mubawab-media.com/ad/7/188/520F/h/photo_05_79782877.avif, https://www.mubawab-media.com/ad/7/188/520F/h/photo_06_79782878.avif, https://www.mubawab-media.com/ad/7/188/520F/h/photo_07_79782879.avif, https://www.mubawab-media.com/ad/7/188/520F/h/photo_08_79782880.avif, https://www.mubawab-media.com/ad/7/188/520F/h/photo_09_79782881.avif, https://www.mubawab-media.com/ad/7/188/520F/h/photo_010_79782882.avif, https://www.mubawab-media.com/ad/7/188/520F/h/photo_011_79782883.avif, https://www.mubawab-media.com/ad/7/188/520F/h/photo_012_79782884.avif, https://www.mubawab-media.com/ad/7/188/520F/h/photo_013_79782885.avif, https://www.mubawab-media.com/ad/7/188/520F/h/photo_014_79782886.avif, https://www.mubawab-media.com/ad/7/188/520F/h/photo_015_79782887.avif","Louez cette somptueuse villa. Prix 35 000 DH. 4 chambres, 3 salles de bains, 450 m². 5 pièces lumineuses. Moins d'un an. Revêtement: Marbre. Meublé. Cette luxueuse maison est à louer à Californie. Confort et sécurité avec chauffage central, porte blindée et double vitrage. Confort et sécurité avec service de conciergerie, piscine et cheminée. Programmez dès maintenant votre visite pour cette villa d'exception à Casablanca. Équipé d'une antenne parabolique. Sécurité dans la résidence. Télévision moderne. Terrasse. À proximité: écoles à 350 mètres, magasins à 450 mètres, pharmacie à 500 mètres, librairie à 700 mètres, supermarché à 800 mètres, hôpitaux à 1.3 kilomètre, restaurants, gare et transports à 1.3 kilomètre, zone commerciale à 1.4 kilomètre, taxi à 2.0 kilomètres.",https://www.mubawab.ma/fr/a/7188520/location-villa-de-haut-standing-%C3%A0-californie-5-pi%C3%A8ces-concierge-et-piscine,Villa,"450
						m²",5 Pièces
3 pièces meublé Bourgogne Ouest 102m²,10 000 DH,"Bourgogne Ouest, Casablanca","https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171755_79359785.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171759_79359786.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171134_79359787.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171147_79359788.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171210_79359789.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171223_79359790.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171315_79359791.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171326_79359792.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171338_79359793.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171423_79359794.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171430_79359795.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171737_79359796.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171615_79359797.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171609_79359798.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171808_79359799.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171640_79359800.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171538_79359801.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171550_79359802.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_172138_79359803.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171959_79359804.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_172158_79359805.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171924_79359806.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171919_79359807.avif, https://www.mubawab-media.com/ad/8/050/203F/h/20241204_171935_79359808.avif","Au cœur de Bourgogne Ouest ! Découvrez ce magnifique appartement de 102m², idéalement situé au 2ème étage d'un immeuble calme et sécurisé à Bourgogne Ouest. Entièrement meublé et équipé, il est parfait pour ceux qui recherchent le confort et la praticité. Ce que cet appartement vous offre : Un espace généreux : 3 chambres spacieuses, dont une suite parentale avec salle d'eau privative et douche à l'italienne. Les deux autres chambres bénéficient d'un accès direct au balcon. Une luminosité exceptionnelle : De larges baies vitrées inondent l'appartement de lumière naturelle et offrent une vue dégagée. Un confort optimal : Cuisine entièrement équipée avec électroménager de qualité, placards de rangement, grande terrasse en façade... Tout est pensé pour votre bien-être. Un emplacement privilégié : Situé à deux pas du boulevard Tan Tan, vous profiterez de toutes les commodités (commerces, transports, loisirs) tout en étant à l'abri de l'agitation. Les atouts supplémentaires : Calme et sérénité : Un quartier résidentiel paisible, idéal pour se détendre après une journée bien remplie. Près de tout : Accès rapide aux principales artères de Casablanca et à la plage. Garage en sous-sol : Un stationnement sécurisé pour votre véhicule. Conditions financières : Loyer mensuel : 10 000 DH (frais de syndic inclus)  Caution N'hésitez pas à me contacter pour organiser une visite !",https://www.mubawab.ma/fr/a/8050203/3-pi%C3%A8ces-meubl%C3%A9-bourgogne-ouest-102m%C2%B2,Appartement,"102
						m²",4 Pièces
